2.958889008,7.065727711,6.455299854,4.754248619,6.53000021,6.653749943,6.606313229,4.925901413,4.606883526,2.947182178,6.651007652,2.958889008,7.065727711,4.802911758,6.529839516,6.653749943,4.925901413,4.606416225,2.947182178,6.651007652,2.958889008,7.065727711,4.777792931,6.653749943,4.925901413,4.606416225,2.947182178,6.651007652,2.958889008,7.065727711,5.307245255,4.777792931,6.238226414,3.903514862,4.925901413,4.606416225,2.947182178,6.651007652,2.958889008,7.065727711,5.307245255,4.777792931,6.963535309,2.773431778,3.903514862,4.925901413,4.606416225,2.947182178,6.651007652,2.958889008,7.065727711,5.307245255,5.966778278,2.773431778,3.903514862,4.925901413,4.606416225,2.947182178,6.651007652,2.958889008,7.065727711,5.307245255,4.321842194,3.538293362,4.667546272,2.773431778,3.903514862,4.925901413,4.606416225,2.947182178,6.651007652,2.958889008,7.065727711,5.307245255,5.562789917,3.896546841,2.773746967,3.903514862,4.925901413,4.606416225,2.947182178,6.651007652,2.958889008,7.065727711,5.307245255,5.562789917,7.955254078,2.773746967,3.903514862,4.925901413,4.606416225,3.803936005,2.947182178,6.651007652,2.958889008,7.065727711,5.307245255,5.562789917,7.955254078,2.773746967,4.732992172,4.448769093,2.77050972,2.947182178,6.651007652,2.958889008,7.065727711,5.307245255,5.562789917,7.955254078,2.773746967,3.663356304,4.106064796,4.572502136,2.721646309,3.626247168,2.663883209,5.030893803,2.947182178,6.651007652,2.958889008,7.065727711,5.307245255,5.562789917,7.955254078,2.773746967,4.394781113,4.106043816,3.33141613,3.125464201,3.757338524,3.334070206,5.030893803,2.947182178,6.651007652,2.958889008,7.065727711,5.307245255,5.562789917,7.955254078,2.773746967,6.156484604,4.331477165,3.331716299,3.125740528,3.757611752,5.030893803,2.947182178,6.651007652,7.065727711,4.849588871,5.562789917,7.955254078,4.950371742,4.848309517,3.102514744,6.336485863,5.030893803,2.947182178,6.651007652,7.065727711,5.562789917,7.955254078,3.4602952,5.69982338,5.810854435,2.947182178,6.651007652,7.065727711,5.562789917,7.955254078,1.808349133,2.668009281,2.455943823,2.911534071,2.89902854,3.748821497,4.739164829,4.542686939,2.947182178,6.651007652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.958889008,7.065646648,6.453876972,4.749985695,6.53000021,6.653749943,6.605662346,4.925922394,4.607188225,2.947203636,6.65105772,2.958889008,7.065646648,4.806797981,6.529676437,6.653749943,4.925922394,4.60641861,2.947203636,6.65105772,2.958889008,7.065646648,4.779087067,6.653749943,4.925922394,4.60641861,2.947203636,6.65105772,2.958889008,7.065646648,5.307190418,4.779087067,6.23752594,3.903599977,4.925922394,4.60641861,2.947203636,6.65105772,2.958889008,7.065646648,5.307190418,4.779087067,6.963783264,2.773403406,3.903599977,4.925922394,4.60641861,2.947203636,6.65105772,2.958889008,7.065646648,5.307190418,5.963366508,2.773403406,3.903599977,4.925922394,4.60641861,2.947203636,6.65105772,2.958889008,7.065646648,5.307190418,4.329648018,3.565504551,4.669854164,2.773403406,3.903599977,4.925922394,4.60641861,2.947203636,6.65105772,2.958889008,7.065646648,5.307190418,5.562271118,3.840407848,2.773753405,3.903599977,4.925922394,4.60641861,2.947203636,6.65105772,2.958889008,7.065646648,5.307190418,5.562271118,7.957957268,2.773753405,3.903599977,4.925922394,4.60641861,3.803684711,2.947203636,6.65105772,2.958889008,7.065646648,5.307190418,5.562271118,7.957957268,2.773753405,4.733036041,4.448850632,2.770637274,2.947203636,6.65105772,2.958889008,7.065646648,5.307190418,5.562271118,7.957957268,2.773753405,3.663332462,4.105979919,4.572425365,2.721586943,3.626222849,2.663973093,5.051787853,2.947203636,6.65105772,2.958889008,7.065646648,5.307190418,5.562271118,7.957957268,2.773753405,4.394781113,4.105998039,3.331391811,3.125427246,3.757287502,3.33407402,5.051787853,2.947203636,6.65105772,2.958889008,7.065646648,5.307190418,5.562271118,7.957957268,2.773753405,6.156463146,4.331445694,3.331751108,3.125791073,3.757664442,5.051787853,2.947203636,6.65105772,7.065646648,4.85035181,5.562271118,7.957957268,4.950557709,4.848313808,3.102475405,6.335512638,5.051787853,2.947203636,6.65105772,7.065646648,5.562271118,7.957957268,3.459578276,5.699800014,5.530162811,2.947203636,6.65105772,7.065646648,5.562271118,7.957957268,1.807026744,2.666697502,2.454359293,2.909542084,2.896886587,3.746289015,4.736761093,4.540240765,2.947203636,6.65105772
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.958889008,7.065669537,6.454324245,4.752896309,6.53000021,6.653749943,6.606647491,4.925886154,4.609972477,2.947217464,6.651125908,2.958889008,7.065669537,4.803576946,6.489367485,6.653749943,4.925886154,4.603274822,2.947217464,6.651125908,2.958889008,7.065669537,4.778749466,6.653749943,4.925886154,4.603274822,2.947217464,6.651125908,2.958889008,7.065669537,5.307165146,4.778749466,6.237394333,3.903585911,4.925886154,4.603274822,2.947217464,6.651125908,2.958889008,7.065669537,5.307165146,4.778749466,6.963461876,2.773145437,3.903585911,4.925886154,4.603274822,2.947217464,6.651125908,2.958889008,7.065669537,5.307165146,5.966696262,2.773145437,3.903585911,4.925886154,4.603274822,2.947217464,6.651125908,2.958889008,7.065669537,5.307165146,4.324033737,3.540622473,4.667812824,2.773145437,3.903585911,4.925886154,4.603274822,2.947217464,6.651125908,2.958889008,7.065669537,5.307165146,5.562596321,3.854810238,2.774323463,3.903585911,4.925886154,4.603274822,2.947217464,6.651125908,2.958889008,7.065669537,5.307165146,5.562596321,7.957611084,2.774323463,3.903585911,4.925886154,4.603274822,3.804682493,2.947217464,6.651125908,2.958889008,7.065669537,5.307165146,5.562596321,7.957611084,2.774323463,4.732903004,4.446292877,2.77162528,2.947217464,6.651125908,2.958889008,7.065669537,5.307165146,5.562596321,7.957611084,2.774323463,3.663346529,4.106167793,4.572704792,2.721714973,3.626307487,2.664706707,5.006331444,2.947217464,6.651125908,2.958889008,7.065669537,5.307165146,5.562596321,7.957611084,2.774323463,4.39465189,4.105957985,3.331305981,3.125333548,3.757158756,3.334792614,5.006331444,2.947217464,6.651125908,2.958889008,7.065669537,5.307165146,5.562596321,7.957611084,2.774323463,6.156414986,4.33139801,3.331727982,3.125784159,3.757678032,5.006331444,2.947217464,6.651125908,7.065669537,4.849514008,5.562596321,7.957611084,4.949874878,4.848257542,3.102449179,6.336210728,5.006331444,2.947217464,6.651125908,7.065669537,5.562596321,7.957611084,3.460578442,5.699771404,5.741794109,2.947217464,6.651125908,7.065669537,5.562596321,7.957611084,1.807752252,2.667951107,2.455728054,2.911023855,2.898887634,3.748360157,4.738771439,4.54232645,2.947217464,6.651125908
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.958889008,7.065776348,6.455328465,4.754859924,6.53000021,6.653749943,6.606116295,4.925924301,4.606989384,2.947185755,6.650956154,2.958889008,7.065776348,4.802540779,6.529899597,6.653749943,4.925924301,4.606423378,2.947185755,6.650956154,2.958889008,7.065776348,4.778537273,6.653749943,4.925924301,4.606423378,2.947185755,6.650956154,2.958889008,7.065776348,5.307409286,4.778537273,6.237558842,3.90359211,4.925924301,4.606423378,2.947185755,6.650956154,2.958889008,7.065776348,5.307409286,4.778537273,6.963619709,2.773180246,3.90359211,4.925924301,4.606423378,2.947185755,6.650956154,2.958889008,7.065776348,5.307409286,5.966237068,2.773180246,3.90359211,4.925924301,4.606423378,2.947185755,6.650956154,2.958889008,7.065776348,5.307409286,4.323631763,3.530937433,4.666449547,2.773180246,3.90359211,4.925924301,4.606423378,2.947185755,6.650956154,2.958889008,7.065776348,5.307409286,5.562666893,3.948396683,2.773887396,3.90359211,4.925924301,4.606423378,2.947185755,6.650956154,2.958889008,7.065776348,5.307409286,5.562666893,7.951085091,2.773887396,3.90359211,4.925924301,4.606423378,3.803898335,2.947185755,6.650956154,2.958889008,7.065776348,5.307409286,5.562666893,7.951085091,2.773887396,4.732885361,4.448354721,2.770482779,2.947185755,6.650956154,2.958889008,7.065776348,5.307409286,5.562666893,7.951085091,2.773887396,3.663139582,4.105977535,4.572402954,2.721598387,3.626170874,2.663967371,5.013262749,2.947185755,6.650956154,2.958889008,7.065776348,5.307409286,5.562666893,7.951085091,2.773887396,4.394703865,4.105824947,3.331142426,3.125278473,3.757008553,3.334110022,5.013262749,2.947185755,6.650956154,2.958889008,7.065776348,5.307409286,5.562666893,7.951085091,2.773887396,6.156376839,4.331418037,3.331834555,3.125798941,3.757751226,5.013262749,2.947185755,6.650956154,7.065776348,4.849630833,5.562666893,7.951085091,4.950051308,4.848202705,3.102441311,6.337516308,5.013262749,2.947185755,6.650956154,7.065776348,5.562666893,7.951085091,3.460664749,5.699655533,6.154336452,2.947185755,6.650956154,7.065776348,5.562666893,7.951085091,1.807419658,2.667125463,2.455105543,2.910215139,2.897598505,3.746999979,4.737622261,4.540996552,2.947185755,6.650956154
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.958889008,7.065673828,6.449995041,4.753289223,6.53000021,6.653749943,6.606266975,4.925907612,4.611013889,2.947202921,6.650893211,2.958889008,7.065673828,4.80298233,6.493591309,6.653749943,4.925907612,4.608281136,2.947202921,6.650893211,2.958889008,7.065673828,4.779780865,6.653749943,4.925907612,4.608281136,2.947202921,6.650893211,2.958889008,7.065673828,5.306934357,4.779780865,6.237395763,3.903597116,4.925907612,4.608281136,2.947202921,6.650893211,2.958889008,7.065673828,5.306934357,4.779780865,6.963166237,2.772825718,3.903597116,4.925907612,4.608281136,2.947202921,6.650893211,2.958889008,7.065673828,5.306934357,5.966507912,2.772825718,3.903597116,4.925907612,4.608281136,2.947202921,6.650893211,2.958889008,7.065673828,5.306934357,4.319136143,3.54753685,4.667963982,2.772825718,3.903597116,4.925907612,4.608281136,2.947202921,6.650893211,2.958889008,7.065673828,5.306934357,5.562756062,3.872248888,2.774125099,3.903597116,4.925907612,4.608281136,2.947202921,6.650893211,2.958889008,7.065673828,5.306934357,5.562756062,7.956387997,2.774125099,3.903597116,4.925907612,4.608281136,3.805102825,2.947202921,6.650893211,2.958889008,7.065673828,5.306934357,5.562756062,7.956387997,2.774125099,4.732811451,4.44708252,2.770550489,2.947202921,6.650893211,2.958889008,7.065673828,5.306934357,5.562756062,7.956387997,2.774125099,3.663166046,4.106033802,4.572576523,2.721672058,3.62622714,2.663662195,5.023286343,2.947202921,6.650893211,2.958889008,7.065673828,5.306934357,5.562756062,7.956387997,2.774125099,4.394630432,4.105855465,3.331267118,3.125269413,3.757087231,3.333899021,5.023286343,2.947202921,6.650893211,2.958889008,7.065673828,5.306934357,5.562756062,7.956387997,2.774125099,6.156242371,4.331341267,3.331706285,3.125756741,3.757663727,5.023286343,2.947202921,6.650893211,7.065673828,4.849063873,5.562756062,7.956387997,4.950112343,4.848168373,3.102459192,6.335402489,5.023286343,2.947202921,6.650893211,7.065673828,5.562756062,7.956387997,3.460368395,5.699217319,5.521823406,2.947202921,6.650893211,7.065673828,5.562756062,7.956387997,1.807477713,2.666950226,2.454835653,2.909797668,2.897410393,3.74671936,4.737405777,4.540763378,2.947202921,6.650893211
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
